Program,Version,Program build date,Command line,Start time,Stop time,Elapsed time (seconds),Status
"ClipData",2.66,"Aug  6 2018 10:55:49"," /shape:1 /dtm:c:\lidar\sampledata\4800k_ground_surface.dtm /height c:\lidar\sampledata\lda_4800K_data.lda c:\lidar\sampledata\clipplot1.lda 975984 567628 976104 567748 ","Fri Nov 30 09:41:01 2018","Fri Nov 30 09:41:01 2018",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /shape:1 /dtm:c:\lidar\sampledata\4800k_ground_surface.dtm /height c:\lidar\sampledata\lda_4800K_data.lda c:\lidar\sampledata\clipplot1.lda 975403 568166 975523 568286","Fri Nov 30 09:44:03 2018","Fri Nov 30 09:44:03 2018",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /shape:1 /dtm:c:\lidar\sampledata\4800k_ground_surface.dtm /height c:\lidar\sampledata\lda_4800K_data.lda c:\lidar\sampledata\clipplot2.lda 977110 566581 977230 566701 ","Fri Nov 30 09:44:03 2018","Fri Nov 30 09:44:04 2018",1,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /shape:1 /dtm:c:\lidar\sampledata\4800k_ground_surface.dtm /height c:\lidar\sampledata\lda_4800K_data.lda c:\lidar\sampledata\clipplot3.lda 974760 566560 974880 566680","Fri Nov 30 09:44:04 2018","Fri Nov 30 09:44:04 2018",0,Success
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /id /new /above:12 /htmin:3 C:\lidar\sampledata\plotmetrixs.txt C:\lidar\sampledata\outmetrics.csv","Fri Nov 30 10:37:55 2018","Fri Nov 30 10:37:55 2018",0,Errors
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /id /new /above:12 /htmin:3 C:\lidar\sampledata\plotmetrixs.txt C:\lidar\sampledata\outmetrics.csv","Fri Nov 30 10:38:11 2018","Fri Nov 30 10:38:11 2018",0,Errors
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /id /new /above:12 /htmin:3 C:\lidar\sampledata\plotmetrixs.txt C:\lidar\sampledata\outmetrics.csv","Fri Nov 30 10:39:27 2018","Fri Nov 30 10:39:27 2018",0,Errors
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /id /new /above:12 /htmin:3 C:\lidar\sampledata\clipplot2.lda C:\lidar\sampledata\outmetrics.csv","Fri Nov 30 10:40:53 2018","Fri Nov 30 10:40:53 2018",0,Errors
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /id C:\lidar\sampledata\clipplot2.lda C:\lidar\sampledata\outmetrics.csv","Fri Nov 30 10:41:23 2018","Fri Nov 30 10:41:23 2018",0,Success
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /id /above:12 /htmin:3 C:\lidar\sampledata\plotmetrixs.txt C:\lidar\sampledata\outmetrics.csv","Fri Nov 30 10:45:18 2018","Fri Nov 30 10:45:18 2018",0,Errors
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /id /new /htmin:3 C:\lidar\sampledata\plotmetrixs.txt C:\lidar\sampledata\outmetrics.csv","Fri Nov 30 10:45:26 2018","Fri Nov 30 10:45:26 2018",0,Errors
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /id /new /above:12 C:\lidar\sampledata\plotmetrixs.txt C:\lidar\sampledata\outmetrics.csv","Fri Nov 30 10:45:35 2018","Fri Nov 30 10:45:35 2018",0,Success
"GridMetrics",3.45,"Aug  6 2018 10:53:26"," /minht:3 /nointensity E:\Palancia\_SFM\_Mix_Agisoft_Pix4d\MDT.dtm 1 12 E:\Palancia\_SFM\_Mix_Agisoft_Pix4d\metrics.csv E:\Palancia\_SFM\_Mix_Agisoft_Pix4d\cloud_filtered.las","Fri Nov 30 12:17:47 2018","Fri Nov 30 12:18:32 2018",45,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53","/gparam:0 /wparam:0.01 /iterations:10 E:/Pruebas/r_studio/outputDirectory/Example_GroundPts.las 1 E:/Pruebas/r_studio/inputDirectory/Example.las","Tue Dec 11 10:54:25 2018","Tue Dec 11 10:54:31 2018",6,Success
"GridSurfaceCreate",2.04,"Aug  6 2018 10:55:02","E:/Pruebas/r_studio/outputDirectory/Example_DEM.dtm 1 M M 1 12 2 2 E:/Pruebas/r_studio/outputDirectory/Example_GroundPts.las","Tue Dec 11 10:54:31 2018","Tue Dec 11 10:54:31 2018",0,Success
"CanopyModel",1.97,"Aug  6 2018 10:55:44","/ground:E:/Pruebas/r_studio/outputDirectory/Example_DEM.dtm E:/Pruebas/r_studio/outputDirectory/Example_CHM.dtm 1 M M 1 12 2 2 E:/Pruebas/r_studio/inputDirectory/Example.las","Tue Dec 11 10:54:31 2018","Tue Dec 11 10:54:33 2018",2,Success
"DTM2ASCII",1.41,"Aug  6 2018 10:54:46","E:/Pruebas/r_studio/outputDirectory/Example_CHM.dtm E:/Pruebas/r_studio/outputDirectory/Example_CHM.asc","Tue Dec 11 10:54:34 2018","Tue Dec 11 10:54:35 2018",1,Success
"GridSurfaceCreate",2.04,"Aug  6 2018 10:55:02","E:/Pruebas/r_studio/outputDirectory/Example_DEM.dtm 1 M M 1 12 2 2 E:/Pruebas/r_studio/outputDirectory/Example_GroundPts.las","Tue Dec 11 11:04:07 2018","Tue Dec 11 11:04:08 2018",1,Success
"GridSurfaceCreate",2.04,"Aug  6 2018 10:55:02","E:/Pruebas/r_studio/outputDirectory/Example_DEM.dtm 0.1 M M 1 12 2 2 E:/Pruebas/r_studio/outputDirectory/Example_GroundPts.las","Tue Dec 11 11:05:28 2018","Tue Dec 11 11:05:30 2018",2,Success
"CanopyModel",1.97,"Aug  6 2018 10:55:44","/ground:E:/Pruebas/r_studio/outputDirectory/Example_DEM.dtm E:/Pruebas/r_studio/outputDirectory/Example_CHM.dtm 1 M M 1 12 2 2 E:/Pruebas/r_studio/inputDirectory/Example.las","Tue Dec 11 11:05:30 2018","Tue Dec 11 11:05:31 2018",1,Success
"DTM2ASCII",1.41,"Aug  6 2018 10:54:46","E:/Pruebas/r_studio/outputDirectory/Example_CHM.dtm E:/Pruebas/r_studio/outputDirectory/Example_CHM.asc","Tue Dec 11 11:05:31 2018","Tue Dec 11 11:05:31 2018",0,Success
"CanopyModel",1.97,"Aug  6 2018 10:55:44","/ground:E:/Pruebas/r_studio/outputDirectory/Example_DEM.dtm E:/Pruebas/r_studio/outputDirectory/Example_CHM.dtm 0.1 M M 1 12 2 2 E:/Pruebas/r_studio/inputDirectory/Example.las","Tue Dec 11 11:05:46 2018","Tue Dec 11 11:05:47 2018",1,Success
"DTM2ASCII",1.41,"Aug  6 2018 10:54:46","E:/Pruebas/r_studio/outputDirectory/Example_CHM.dtm E:/Pruebas/r_studio/outputDirectory/Example_CHM.asc","Tue Dec 11 11:05:47 2018","Tue Dec 11 11:05:47 2018",0,Success
"CanopyModel",1.97,"Aug  6 2018 10:55:44","/ground:E:/Pruebas/r_studio/outputDirectory/Example_DEM.dtm E:/Pruebas/r_studio/outputDirectory/Example_CHM.dtm 1 M M 1 12 2 2 E:/Pruebas/r_studio/inputDirectory/Example.las","Tue Dec 11 14:56:03 2018","Tue Dec 11 14:56:03 2018",0,Errors
"CanopyModel",1.97,"Aug  6 2018 10:55:44","/ground:E:/Pruebas/r_studio/outputDirectory/Example_DEM.dtm E:/Pruebas/r_studio/outputDirectory/Example_CHM.dtm 1 M M 1 12 2 2 E:/Pruebas/r_studio/inputDirectory/Example.las","Tue Dec 11 14:56:49 2018","Tue Dec 11 14:56:49 2018",0,Errors
"CanopyModel",1.97,"Aug  6 2018 10:55:44","/ground:E:/Pruebas/r_studio/outputDirectory/Example_DEM.dtm E:/Pruebas/r_studio/outputDirectory/Example_CHM.dtm 1 M M 1 12 2 2 E:/Pruebas/r_studio/inputDirectory/Example.las","Tue Dec 11 14:58:28 2018","Tue Dec 11 14:58:28 2018",0,Errors
"CanopyModel",1.97,"Aug  6 2018 10:55:44","/ground:E:/Pruebas/r_studio/outputDirectory/Example_DEM.dtm E:/Pruebas/r_studio/outputDirectory/Example_CHM.dtm 1 M M 1 12 2 2 E:/Pruebas/r_studio/inputDirectory/Example.las","Tue Dec 11 14:58:47 2018","Tue Dec 11 14:58:47 2018",0,Errors
"GridSurfaceCreate",2.04,"Aug  6 2018 10:55:02","E:/Pruebas/r_studio/outputDirectory/Example_DEM.dtm 0.01 M M 1 12 2 2 E:/Pruebas/r_studio/outputDirectory/Example_GroundPts.las","Tue Dec 11 15:01:58 2018","Tue Dec 11 15:02:42 2018",44,Success
"CanopyModel",1.97,"Aug  6 2018 10:55:44","/ground:E:/Pruebas/r_studio/outputDirectory/Example_DEM.dtm E:/Pruebas/r_studio/outputDirectory/Example_CHM.dtm 0.01 M M 1 12 2 2 E:/Pruebas/r_studio/inputDirectory/Example.las","Tue Dec 11 15:02:42 2018","Tue Dec 11 15:03:14 2018",32,Success
"DTM2ASCII",1.41,"Aug  6 2018 10:54:46","E:/Pruebas/r_studio/outputDirectory/Example_CHM.dtm E:/Pruebas/r_studio/outputDirectory/Example_CHM.asc","Tue Dec 11 15:03:14 2018","Tue Dec 11 15:03:35 2018",21,Success
"GridSurfaceCreate",2.04,"Aug  6 2018 10:55:02","E:/Pruebas/r_studio/outputDirectory/Example_DEM.dtm 0.01 M M 1 30 2 3 E:/Pruebas/r_studio/outputDirectory/Example_GroundPts.las","Tue Dec 11 15:28:27 2018","Tue Dec 11 15:29:11 2018",44,Success
"CanopyModel",1.97,"Aug  6 2018 10:55:44","/ground:E:/Pruebas/r_studio/outputDirectory/Example_DEM.dtm E:/Pruebas/r_studio/outputDirectory/Example_CHM.dtm 0.01 M M 1 30 2 3 E:/Pruebas/r_studio/inputDirectory/Example.las","Tue Dec 11 15:29:11 2018","Tue Dec 11 15:29:42 2018",31,Success
"DTM2ASCII",1.41,"Aug  6 2018 10:54:46","E:/Pruebas/r_studio/outputDirectory/Example_CHM.dtm E:/Pruebas/r_studio/outputDirectory/Example_CHM.asc","Tue Dec 11 15:29:42 2018","Tue Dec 11 15:30:03 2018",21,Success
"GridSurfaceCreate",2.04,"Aug  6 2018 10:55:02"," E:/Palancia/Silvilidar\groundfilter_PNOA_2015_VAL_726-4400_ORT-CLA-CIR.dtm 10 M M 0 0 0 0 E:/Palancia/Silvilidar\groundfilter_PNOA_2015_VAL_726-4400_ORT-CLA-CIR.las","Thu Dec 13 11:33:56 2018","Thu Dec 13 11:33:56 2018",0,Errors
"GridMetrics",3.45,"Aug  6 2018 10:53:26"," /minht:2 /nointensity E:/Palancia/Silvilidar\groundfilter_PNOA_2015_VAL_726-4400_ORT-CLA-CIR.dtm 0.5 10 E:/Palancia/Silvilidar\metric.csv E:/Palancia/Silvilidar\PNOA_2015_VAL_726-4400_ORT-CLA-CIR.las","Thu Dec 13 11:33:56 2018","Thu Dec 13 11:33:56 2018",0,Errors
"GroundFilter",1.81,"Aug  6 2018 10:55:53","  E:/Palancia/Silvilidar\groundfilter_PNOA_2015_VAL_726-4400_ORT-CLA-CIR.lda 10 E:/Palancia/Silvilidar\PNOA_2015_VAL_726-4400_ORT-CLA-CIR.laz","Thu Dec 13 11:47:59 2018","Thu Dec 13 11:47:59 2018",0,Errors
"GridMetrics",3.45,"Aug  6 2018 10:53:26"," /minht:2 /nointensity E:/Palancia/Silvilidar\groundfilter_PNOA_2015_VAL_726-4400_ORT-CLA-CIR.dtm 0.5 10 E:/Palancia/Silvilidar\metric.csv E:/Palancia/Silvilidar\PNOA_2015_VAL_726-4400_ORT-CLA-CIR.laz","Thu Dec 13 11:47:59 2018","Thu Dec 13 11:48:49 2018",50,Errors
"GroundFilter",1.81,"Aug  6 2018 10:55:53","  E:/Palancia/Silvilidar\groundfilter_PNOA_2015_VAL_726-4400_ORT-CLA-CIR.lda 10 E:/Palancia/Silvilidar\PNOA_2015_VAL_726-4400_ORT-CLA-CIR.laz","Thu Dec 13 11:54:10 2018","Thu Dec 13 11:54:10 2018",0,Errors
"GridMetrics",3.45,"Aug  6 2018 10:53:26"," /minht:2 /nointensity E:/Palancia/Silvilidar\groundfilter_PNOA_2015_VAL_726-4400_ORT-CLA-CIR.dtm 0.5 10 E:/Palancia/Silvilidar\metric.csv E:/Palancia/Silvilidar\PNOA_2015_VAL_726-4400_ORT-CLA-CIR.laz","Thu Dec 13 11:54:10 2018","Thu Dec 13 11:55:00 2018",50,Errors
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," *.las metrics.csv","Thu Jan 10 09:39:53 2019","Thu Jan 10 09:39:57 2019",4,Success
"GridMetrics",3.45,"Aug  6 2018 10:53:26"," 3 0.15 000263_metrics.csv Z18_recortado.las","Wed Jan 16 10:28:20 2019","Wed Jan 16 10:28:20 2019",0,Errors
"FilterData",1.65,"Aug  6 2018 10:54:57"," outlier 4.0 0.25 Z10_recortado_filtered.las Z18_recortado.las","Wed Jan 16 10:30:13 2019","Wed Jan 16 10:30:30 2019",17,Success
"FilterData",1.65,"Aug  6 2018 10:54:57"," outlier 3.0 0.5 Z10_recortado_filtered.las Z18_recortado.las","Wed Jan 16 10:31:59 2019","Wed Jan 16 10:32:15 2019",16,Success
"FilterData",1.65,"Aug  6 2018 10:54:57"," outlier 2.0 1 Z10_recortado_filtered.las Z18_recortado.las","Wed Jan 16 10:32:31 2019","Wed Jan 16 10:32:47 2019",16,Success
"FilterData",1.65,"Aug  6 2018 10:54:57"," outlier2 2.0 1 Z10_recortado_filtered.las Z18_recortado.las","Wed Jan 16 10:34:17 2019","Wed Jan 16 10:46:40 2019",743,Success
"FilterData",1.65,"Aug  6 2018 10:54:57"," outlier 2.0 1 Z18_recortado_filtered.las Z18_recortado.las","Thu Jan 17 10:49:56 2019","Thu Jan 17 10:50:16 2019",20,Success
"FilterData",1.65,"Aug  6 2018 10:54:57"," outlier 2.0 10 Z18_recortado_filtered.las Z18_recortado.las","Thu Jan 17 10:50:36 2019","Thu Jan 17 10:50:52 2019",16,Success
"FilterData",1.65,"Aug  6 2018 10:54:57"," outlier 2.0 10 Z18_recortado_filtered.las Z18_recortado.las","Thu Jan 17 10:55:38 2019","Thu Jan 17 10:55:55 2019",17,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," Photogrammetry_las_Clip_Ground.las 0.05 Photogrammetry_las_Clip.las","Thu Jan 17 15:08:29 2019","Thu Jan 17 15:08:29 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," Photogrammetry_las_Clip_Ground.las 0.5 Photogrammetry_las_Clip.las","Thu Jan 17 15:08:44 2019","Thu Jan 17 15:08:44 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," Photogrammetry_las_Clip_Ground.las 1 Photogrammetry_las_Clip.las","Thu Jan 17 15:09:00 2019","Thu Jan 17 15:09:00 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," Photogrammetry_las_Clip_Ground.las 2 Photogrammetry_las_Clip.las","Thu Jan 17 15:09:14 2019","Thu Jan 17 15:09:14 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," Photogrammetry_las_Clip_Ground.las 5 Photogrammetry_las_Clip.las","Thu Jan 17 15:09:29 2019","Thu Jan 17 15:09:29 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," Photogrammetry_las_Clip_Ground.las 20 Photogrammetry_las_Clip.las","Thu Jan 17 15:09:42 2019","Thu Jan 17 15:09:42 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.5 /iterations:8 Photogrammetry_las_Clip_Ground.las 0.01 Photogrammetry_las_Clip.las","Thu Jan 17 15:13:10 2019","Thu Jan 17 15:13:12 2019",2,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.5 /iterations: Photogrammetry_las_Clip_Ground.las 0.1  Photogrammetry_las_Clip.las","Thu Jan 17 15:26:25 2019","Thu Jan 17 15:26:25 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.5 /iterations:8 Z18_recortado_filtered_ground.las 0.01 Z18_recortado_filtered.las","Fri Jan 18 11:25:46 2019","Fri Jan 18 11:26:17 2019",31,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.5 /iterations:8 Z18_recortado_filtered_ground.las 0.01 Z18_recortado_filtered_ground.las","Fri Jan 18 11:51:07 2019","Fri Jan 18 11:51:25 2019",18,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.1 /iterations:8 Z18_recortado_filtered_ground.las 0.01 Z18_recortado_filtered.las","Fri Jan 18 11:54:23 2019","Fri Jan 18 11:54:51 2019",28,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:-2 /wparam:0.1 /iterations:8 Z18_recortado_filtered_ground.las 0.01 Z18_recortado_filtered.las","Fri Jan 18 11:57:02 2019","Fri Jan 18 11:57:26 2019",24,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:-2 /wparam:0.1 /iterations:8 Z18_recortado_filtered_ground.las 0.01 Z18_recortado_filtered.las","Fri Jan 18 11:58:09 2019","Fri Jan 18 11:58:32 2019",23,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.1 /iterations:8 Z18_recortado_filtered_ground.las 0.01 Z18_recortado_filtered.las","Fri Jan 18 11:58:49 2019","Fri Jan 18 11:59:17 2019",28,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth /gparam:0 /wparam:0.1 /iterations:8 /diagnostics Z18_recortado_filtered_ground.las 0.01 Z18_recortado_filtered.las","Fri Jan 18 12:01:13 2019","Fri Jan 18 12:01:43 2019",30,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth /gparam:-0.1 /wparam:0.05 /iterations:8 Z18_recortado_filtered_ground.las 0.01 Z18_recortado_filtered.las","Fri Jan 18 12:03:06 2019","Fri Jan 18 12:03:29 2019",23,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth /gparam:0.1 /wparam:0.05 /iterations:8 Z18_recortado_filtered_ground.las 0.01 Z18_recortado_filtered.las","Fri Jan 18 12:03:49 2019","Fri Jan 18 12:04:16 2019",27,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth /gparam:0 /wparam:0.05 /iterations:8 Z18_recortado_filtered_ground.las 10 Z18_recortado_filtered.las","Fri Jan 18 12:06:25 2019","Fri Jan 18 12:06:50 2019",25,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth /gparam:0 /wparam:0.05 /iterations:8 Z18_recortado_filtered_ground.las 5 Z18_recortado_filtered.las","Fri Jan 18 12:07:34 2019","Fri Jan 18 12:07:59 2019",25,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.05 /iterations:8 Z18_recortado_filtered_ground.las 5 Z18_recortado_filtered.las","Fri Jan 18 12:08:53 2019","Fri Jan 18 12:09:18 2019",25,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.05 /iterations:8 Z18_recortado_filtered_ground.las 1 Z18_recortado_filtered.las","Fri Jan 18 12:10:22 2019","Fri Jan 18 12:10:48 2019",26,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.2 /iterations:8 Z18_recortado_filtered_ground.las 1 Z18_recortado_filtered.las","Fri Jan 18 12:11:17 2019","Fri Jan 18 12:11:44 2019",27,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.2 /iterations:8 Z18_recortado_filtered_ground.las 1.5 Z18_recortado_filtered.las","Fri Jan 18 12:14:14 2019","Fri Jan 18 12:14:41 2019",27,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.2 /iterations:8 Z18_recortado_filtered_ground2.las 1 Z18_recortado_filtered_ground.las","Fri Jan 18 12:16:01 2019","Fri Jan 18 12:16:19 2019",18,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.1 /iterations:8 Z18_recortado_filtered_ground2.las 1 Z18_recortado_filtered_ground.las","Fri Jan 18 12:16:31 2019","Fri Jan 18 12:16:49 2019",18,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth  /gparam:0 /wparam:0.2 /iterations:8 Z18_recortado_filtered_ground2.las 1 Z18_recortado_filtered_ground.las","Fri Jan 18 12:17:51 2019","Fri Jan 18 12:18:09 2019",18,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth  /gparam:0 /wparam:0.2 /iterations:8 Z18_recortado_filtered_ground2.las 2 Z18_recortado_filtered_ground.las","Fri Jan 18 12:18:19 2019","Fri Jan 18 12:18:37 2019",18,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth  /gparam:0 /wparam:0.2 /iterations:8 Z18_recortado_filtered_ground2.las 5 Z18_recortado_filtered_ground.las","Fri Jan 18 12:18:46 2019","Fri Jan 18 12:19:04 2019",18,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth  /gparam:0 /wparam:0.2 /aparam:0.1 /iterations:8 Z18_recortado_filtered_ground2.las 5 Z18_recortado_filtered_ground.las","Fri Jan 18 12:20:49 2019","Fri Jan 18 12:21:07 2019",18,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth  /gparam:0 /wparam:0.2 /aparam:0.9 /iterations:8 Z18_recortado_filtered_ground2.las 5 Z18_recortado_filtered_ground.las","Fri Jan 18 12:21:45 2019","Fri Jan 18 12:22:03 2019",18,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth  /gparam:0 /wparam:0.2 /bparam:0.9 /iterations:8 Z18_recortado_filtered_ground2.las 5 Z18_recortado_filtered_ground.las","Fri Jan 18 12:22:16 2019","Fri Jan 18 12:22:30 2019",14,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth  /gparam:0 /wparam:0.2 /iterations:8 Z18_recortado_filtered_ground2.las 10 Z18_recortado_filtered_ground.las","Fri Jan 18 12:23:00 2019","Fri Jan 18 12:23:18 2019",18,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth  /gparam:0 /wparam:0.2 /iterations:8 Z18_recortado_filtered_ground2.las 50 Z18_recortado_filtered_ground.las","Fri Jan 18 12:24:22 2019","Fri Jan 18 12:24:41 2019",19,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth  /gparam:0.05 /wparam:0.2 /iterations:8 Z18_recortado_filtered_ground2.las 50 Z18_recortado_filtered_ground.las","Fri Jan 18 12:26:39 2019","Fri Jan 18 12:26:57 2019",18,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth /gparam:0 /wparam:0.2 /iterations:16 Z18_recortado_filtered_ground2.las 50 Z18_recortado_filtered_ground.las","Fri Jan 18 12:27:28 2019","Fri Jan 18 12:27:56 2019",28,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth /gparam:0 /wparam:0.2 /iterations:20 Z18_recortado_filtered_ground2.las 50 Z18_recortado_filtered_ground.las","Fri Jan 18 12:28:40 2019","Fri Jan 18 12:29:12 2019",32,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth /gparam:0 /wparam:0.2 /iterations:20 Z18_recortado_filtered_ground2.las 5 Z18_recortado_filtered_ground.las","Fri Jan 18 12:30:31 2019","Fri Jan 18 12:31:02 2019",31,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth /gparam:0 /wparam:0.2 /iterations:20 Z18_recortado_filtered_ground2.las 100 Z18_recortado_filtered_ground.las","Fri Jan 18 12:31:28 2019","Fri Jan 18 12:32:00 2019",32,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth /gparam:0 /wparam:0.15 /iterations:20 Z18_recortado_filtered_ground2.las 20 Z18_recortado_filtered_ground.las","Fri Jan 18 12:32:47 2019","Fri Jan 18 12:33:19 2019",32,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth /gparam:0 /wparam:0.18 /iterations:20 Z18_recortado_filtered_ground2.las 5 Z18_recortado_filtered_ground.las","Fri Jan 18 12:35:08 2019","Fri Jan 18 12:35:39 2019",31,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.2 /iterations:8 Photoscan_las_Clip_ground.las 1 Photoscan_las_Clip.las ","Fri Jan 18 12:38:35 2019","Fri Jan 18 12:38:35 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.2 /iterations:18 Photoscan_las_Clip_ground.las 5 Photoscan_las_Clip.las ","Fri Jan 18 12:39:17 2019","Fri Jan 18 12:39:17 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0.01 /wparam:0.2 /iterations:18 Photoscan_las_Clip_ground.las 1 Photoscan_las_Clip.las ","Fri Jan 18 12:40:03 2019","Fri Jan 18 12:40:03 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0.05 /wparam:0.2 /iterations:18 Photoscan_las_Clip_ground.las 50 Photoscan_las_Clip.las ","Fri Jan 18 12:40:35 2019","Fri Jan 18 12:40:35 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0.1 /wparam:0.2 /iterations:18 Photoscan_las_Clip_ground.las 50 Photoscan_las_Clip.las ","Fri Jan 18 12:41:04 2019","Fri Jan 18 12:41:04 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:-1 /wparam:0.2 /iterations:18 Photoscan_las_Clip_ground.las 50 Photoscan_las_Clip.las ","Fri Jan 18 12:41:14 2019","Fri Jan 18 12:41:15 2019",1,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:-0.5 /wparam:0.2 /iterations:18 Photoscan_las_Clip_ground.las 50 Photoscan_las_Clip.las ","Fri Jan 18 12:41:25 2019","Fri Jan 18 12:41:26 2019",1,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:-0.1 /wparam:0.2 /iterations:18 Photoscan_las_Clip_ground.las 50 Photoscan_las_Clip.las ","Fri Jan 18 12:41:36 2019","Fri Jan 18 12:41:36 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:-0.05 /wparam:0.3 /iterations:18 Photoscan_las_Clip_ground.las 50 Photoscan_las_Clip.las ","Fri Jan 18 12:42:06 2019","Fri Jan 18 12:42:06 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:-0.05 /wparam:0.1 /iterations:18 Photoscan_las_Clip_ground.las 50 Photoscan_las_Clip.las ","Fri Jan 18 12:42:13 2019","Fri Jan 18 12:42:13 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:-0.05 /wparam:0.1 /iterations:18 Photoscan_las_Clip_ground.las 5 Photoscan_las_Clip.las ","Fri Jan 18 12:42:22 2019","Fri Jan 18 12:42:22 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:-0.05 /wparam:0 /iterations:18 Photoscan_las_Clip_ground.las 5 Photoscan_las_Clip.las ","Fri Jan 18 12:42:43 2019","Fri Jan 18 12:42:44 2019",1,Success
