Program,Version,Program build date,Command line,Start time,Stop time,Elapsed time (seconds),Status
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.206778 /zmax:0.406778 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z19_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z19_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:04:31 2019","Tue Jan 29 16:04:31 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:1.073683 /zmax:0.873683 E:\Palancia\TLS\9_Normalized_PointClouds\Z19_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z19_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:04:32 2019","Tue Jan 29 16:04:38 2019",6,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.995842 /zmax:1.195842 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z18_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z18_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:04:39 2019","Tue Jan 29 16:04:39 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.999689 /zmax:0.799689 E:\Palancia\TLS\9_Normalized_PointClouds\Z18_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z18_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:04:39 2019","Tue Jan 29 16:04:46 2019",7,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.79381 /zmax:0.99381 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z20_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z20_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:07:09 2019","Tue Jan 29 16:07:09 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.76642 /zmax:0.96642 E:\Palancia\TLS\9_Normalized_PointClouds\Z20_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z20_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:07:10 2019","Tue Jan 29 16:07:16 2019",6,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.206778 /zmax:0.406778 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z19_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z19_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:07:17 2019","Tue Jan 29 16:07:17 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.873683 /zmax:1.073683 E:\Palancia\TLS\9_Normalized_PointClouds\Z19_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z19_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:07:17 2019","Tue Jan 29 16:07:23 2019",6,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.995842 /zmax:1.195842 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z18_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z18_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:07:24 2019","Tue Jan 29 16:07:24 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.799689 /zmax:0.999689 E:\Palancia\TLS\9_Normalized_PointClouds\Z18_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z18_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:07:24 2019","Tue Jan 29 16:07:32 2019",8,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.79381 /zmax:0.99381 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z20_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z20_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:15:53 2019","Tue Jan 29 16:15:53 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.76642 /zmax:0.96642 E:\Palancia\TLS\9_Normalized_PointClouds\Z20_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z20_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:15:54 2019","Tue Jan 29 16:16:01 2019",7,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.206778 /zmax:0.406778 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z19_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z19_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:16:21 2019","Tue Jan 29 16:16:21 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.873683 /zmax:1.073683 E:\Palancia\TLS\9_Normalized_PointClouds\Z19_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z19_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:16:22 2019","Tue Jan 29 16:16:28 2019",6,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.995842 /zmax:1.195842 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z18_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z18_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:17:05 2019","Tue Jan 29 16:17:05 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.799689 /zmax:0.999689 E:\Palancia\TLS\9_Normalized_PointClouds\Z18_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z18_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:17:08 2019","Tue Jan 29 16:17:15 2019",7,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.79381 /zmax:0.99381 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z20_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z20_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:17:40 2019","Tue Jan 29 16:17:40 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.76642 /zmax:0.96642 E:\Palancia\TLS\9_Normalized_PointClouds\Z20_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z20_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:17:40 2019","Tue Jan 29 16:17:48 2019",8,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.206778 /zmax:0.406778 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z19_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z19_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:17:49 2019","Tue Jan 29 16:17:49 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.873683 /zmax:1.073683 E:\Palancia\TLS\9_Normalized_PointClouds\Z19_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z19_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:17:49 2019","Tue Jan 29 16:17:55 2019",6,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.995842 /zmax:1.195842 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z18_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z18_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:17:56 2019","Tue Jan 29 16:17:56 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.799689 /zmax:0.999689 E:\Palancia\TLS\9_Normalized_PointClouds\Z18_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z18_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:17:57 2019","Tue Jan 29 16:18:04 2019",7,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.79381 /zmax:0.99381 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z20_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z20_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:18:46 2019","Tue Jan 29 16:18:46 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.76642 /zmax:0.96642 E:\Palancia\TLS\9_Normalized_PointClouds\Z20_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z20_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:18:47 2019","Tue Jan 29 16:18:53 2019",6,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.206778 /zmax:0.406778 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z19_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z19_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:18:59 2019","Tue Jan 29 16:18:59 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.873683 /zmax:1.073683 E:\Palancia\TLS\9_Normalized_PointClouds\Z19_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z19_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:18:59 2019","Tue Jan 29 16:19:06 2019",7,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.995842 /zmax:1.195842 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z18_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z18_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:19:09 2019","Tue Jan 29 16:19:09 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.799689 /zmax:0.999689 E:\Palancia\TLS\9_Normalized_PointClouds\Z18_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z18_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:19:09 2019","Tue Jan 29 16:19:17 2019",8,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.79381 /zmax:0.99381 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z20_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z20_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:30:54 2019","Tue Jan 29 16:30:54 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.76642 /zmax:0.96642 E:\Palancia\TLS\9_Normalized_PointClouds\Z20_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z20_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:30:55 2019","Tue Jan 29 16:31:02 2019",7,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.206778 /zmax:0.406778 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z19_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z19_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:31:04 2019","Tue Jan 29 16:31:04 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.873683 /zmax:1.073683 E:\Palancia\TLS\9_Normalized_PointClouds\Z19_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z19_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:31:04 2019","Tue Jan 29 16:31:11 2019",7,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.995842 /zmax:1.195842 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z18_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z18_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:31:14 2019","Tue Jan 29 16:31:14 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.799689 /zmax:0.999689 E:\Palancia\TLS\9_Normalized_PointClouds\Z18_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z18_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 16:31:14 2019","Tue Jan 29 16:31:21 2019",7,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z20_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z20_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 17:35:54 2019","Tue Jan 29 17:35:54 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\Z20_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z20_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 17:35:55 2019","Tue Jan 29 17:36:04 2019",9,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z19_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z19_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 17:36:12 2019","Tue Jan 29 17:36:12 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\Z19_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z19_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 17:36:13 2019","Tue Jan 29 17:36:23 2019",10,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z18_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z18_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 17:36:37 2019","Tue Jan 29 17:36:42 2019",5,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\Z18_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z18_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Jan 29 17:36:52 2019","Tue Jan 29 17:37:03 2019",11,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.1 /iterations:18 E:\Palancia\TLS\6_Ground\UAV_Clip_Z20_filtered_ground.las 5 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_Z20_filtered.las","Thu Jan 31 16:03:21 2019","Thu Jan 31 16:03:21 2019",0,Errors
"CanopyModel",1.97,"Aug  6 2018 10:55:44"," /ground:E:\Palancia\TLS\7_MDT\UAV_Clip_Z20_filtered_ground.mdt E:\Palancia\TLS\8_Canopy_Model\UAV_Clip_Z20_filtered_CanopyModel.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_Z20_filtered.las","Thu Jan 31 16:03:21 2019","Thu Jan 31 16:03:21 2019",0,Errors
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /outlier:-0.30,2.5 /minht:0.25 E:\Palancia\TLS\9_Normalized_PointClouds\*Z20_filtered_Normalized.las E:\Palancia\TLS\10_CloudMetrics\Z20_filtered.csv ","Thu Jan 31 16:03:22 2019","Thu Jan 31 16:03:22 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z20_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z20_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Thu Jan 31 16:03:22 2019","Thu Jan 31 16:03:22 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\Z20_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z20_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Thu Jan 31 16:03:22 2019","Thu Jan 31 16:03:22 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.1 /iterations:18 E:\Palancia\TLS\6_Ground\UAV_Clip_Z19_filtered_ground.las 5 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_Z19_filtered.las","Thu Jan 31 16:03:22 2019","Thu Jan 31 16:03:22 2019",0,Errors
"CanopyModel",1.97,"Aug  6 2018 10:55:44"," /ground:E:\Palancia\TLS\7_MDT\UAV_Clip_Z19_filtered_ground.mdt E:\Palancia\TLS\8_Canopy_Model\UAV_Clip_Z19_filtered_CanopyModel.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_Z19_filtered.las","Thu Jan 31 16:03:22 2019","Thu Jan 31 16:03:22 2019",0,Errors
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /outlier:-0.30,2.5 /minht:0.25 E:\Palancia\TLS\9_Normalized_PointClouds\*Z19_filtered_Normalized.las E:\Palancia\TLS\10_CloudMetrics\Z19_filtered.csv ","Thu Jan 31 16:03:22 2019","Thu Jan 31 16:03:22 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z19_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z19_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Thu Jan 31 16:03:22 2019","Thu Jan 31 16:03:22 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\Z19_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z19_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Thu Jan 31 16:03:22 2019","Thu Jan 31 16:03:22 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.1 /iterations:18 E:\Palancia\TLS\6_Ground\UAV_Clip_Z18_filtered_ground.las 5 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_Z18_filtered.las","Thu Jan 31 16:03:22 2019","Thu Jan 31 16:03:22 2019",0,Errors
"CanopyModel",1.97,"Aug  6 2018 10:55:44"," /ground:E:\Palancia\TLS\7_MDT\UAV_Clip_Z18_filtered_ground.mdt E:\Palancia\TLS\8_Canopy_Model\UAV_Clip_Z18_filtered_CanopyModel.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_Z18_filtered.las","Thu Jan 31 16:03:23 2019","Thu Jan 31 16:03:23 2019",0,Errors
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /outlier:-0.30,2.5 /minht:0.25 E:\Palancia\TLS\9_Normalized_PointClouds\*Z18_filtered_Normalized.las E:\Palancia\TLS\10_CloudMetrics\Z18_filtered.csv ","Thu Jan 31 16:03:23 2019","Thu Jan 31 16:03:23 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z18_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z18_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Thu Jan 31 16:03:23 2019","Thu Jan 31 16:03:23 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\Z18_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z18_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Thu Jan 31 16:03:23 2019","Thu Jan 31 16:03:23 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.1 /iterations:18 E:\Palancia\TLS\6_Ground\UAV_Clip_UAV_Z17_ground.las 5 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_UAV_Z17.las","Thu Jan 31 16:04:32 2019","Thu Jan 31 16:04:32 2019",0,Errors
"CanopyModel",1.97,"Aug  6 2018 10:55:44"," /ground:E:\Palancia\TLS\7_MDT\UAV_Clip_UAV_Z17_ground.mdt E:\Palancia\TLS\8_Canopy_Model\UAV_Clip_UAV_Z17_CanopyModel.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_UAV_Z17.las","Thu Jan 31 16:04:32 2019","Thu Jan 31 16:04:32 2019",0,Errors
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /outlier:-0.30,2.5 /minht:0.25 E:\Palancia\TLS\9_Normalized_PointClouds\*UAV_Z17_Normalized.las E:\Palancia\TLS\10_CloudMetrics\UAV_Z17.csv ","Thu Jan 31 16:04:32 2019","Thu Jan 31 16:04:32 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_UAV_Z17_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_UAV_Z17_Normalized_perimeter.las  0 0 9999999 9999999","Thu Jan 31 16:04:33 2019","Thu Jan 31 16:04:33 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Z17_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Z17_Normalized_perimeter.las  0 0 9999999 9999999","Thu Jan 31 16:04:33 2019","Thu Jan 31 16:04:33 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.1 /iterations:18 E:\Palancia\TLS\6_Ground\UAV_Clip_UAV_Z16_ground.las 5 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_UAV_Z16.las","Thu Jan 31 16:04:33 2019","Thu Jan 31 16:04:33 2019",0,Errors
"CanopyModel",1.97,"Aug  6 2018 10:55:44"," /ground:E:\Palancia\TLS\7_MDT\UAV_Clip_UAV_Z16_ground.mdt E:\Palancia\TLS\8_Canopy_Model\UAV_Clip_UAV_Z16_CanopyModel.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_UAV_Z16.las","Thu Jan 31 16:04:33 2019","Thu Jan 31 16:04:33 2019",0,Errors
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /outlier:-0.30,2.5 /minht:0.25 E:\Palancia\TLS\9_Normalized_PointClouds\*UAV_Z16_Normalized.las E:\Palancia\TLS\10_CloudMetrics\UAV_Z16.csv ","Thu Jan 31 16:04:33 2019","Thu Jan 31 16:04:33 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_UAV_Z16_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_UAV_Z16_Normalized_perimeter.las  0 0 9999999 9999999","Thu Jan 31 16:04:33 2019","Thu Jan 31 16:04:33 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Z16_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Z16_Normalized_perimeter.las  0 0 9999999 9999999","Thu Jan 31 16:04:33 2019","Thu Jan 31 16:04:33 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.1 /iterations:18 E:\Palancia\TLS\6_Ground\UAV_Clip_UAV_Z15_ground.las 5 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_UAV_Z15.las","Thu Jan 31 16:04:33 2019","Thu Jan 31 16:04:33 2019",0,Errors
"CanopyModel",1.97,"Aug  6 2018 10:55:44"," /ground:E:\Palancia\TLS\7_MDT\UAV_Clip_UAV_Z15_ground.mdt E:\Palancia\TLS\8_Canopy_Model\UAV_Clip_UAV_Z15_CanopyModel.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_UAV_Z15.las","Thu Jan 31 16:04:33 2019","Thu Jan 31 16:04:33 2019",0,Errors
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /outlier:-0.30,2.5 /minht:0.25 E:\Palancia\TLS\9_Normalized_PointClouds\*UAV_Z15_Normalized.las E:\Palancia\TLS\10_CloudMetrics\UAV_Z15.csv ","Thu Jan 31 16:04:34 2019","Thu Jan 31 16:04:34 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_UAV_Z15_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_UAV_Z15_Normalized_perimeter.las  0 0 9999999 9999999","Thu Jan 31 16:04:34 2019","Thu Jan 31 16:04:34 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Z15_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Z15_Normalized_perimeter.las  0 0 9999999 9999999","Thu Jan 31 16:04:34 2019","Thu Jan 31 16:04:34 2019",0,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.1 /iterations:18 E:\Palancia\TLS\6_Ground\UAV_Clip_UAV_Z14_ground.las 5 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_UAV_Z14.las","Thu Jan 31 16:04:34 2019","Thu Jan 31 16:04:34 2019",0,Errors
"CanopyModel",1.97,"Aug  6 2018 10:55:44"," /ground:E:\Palancia\TLS\7_MDT\UAV_Clip_UAV_Z14_ground.mdt E:\Palancia\TLS\8_Canopy_Model\UAV_Clip_UAV_Z14_CanopyModel.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_UAV_Z14.las","Thu Jan 31 16:04:34 2019","Thu Jan 31 16:04:34 2019",0,Errors
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /outlier:-0.30,2.5 /minht:0.25 E:\Palancia\TLS\9_Normalized_PointClouds\*UAV_Z14_Normalized.las E:\Palancia\TLS\10_CloudMetrics\UAV_Z14.csv ","Thu Jan 31 16:04:34 2019","Thu Jan 31 16:04:34 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_UAV_Z14_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_UAV_Z14_Normalized_perimeter.las  0 0 9999999 9999999","Thu Jan 31 16:04:34 2019","Thu Jan 31 16:04:34 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Z14_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Z14_Normalized_perimeter.las  0 0 9999999 9999999","Thu Jan 31 16:04:34 2019","Thu Jan 31 16:04:34 2019",0,Success
